Municipio,Classe_eta_capofamiglia,Genere_capofamiglia,Numero_componenti,Tipologia_familiare,Cittadinanza,Frq
3,Da 65 a 79 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Filippine,2
3,Da 65 a 79 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Altri paesi,1
3,Da 65 a 79 anni,Femmine,2,Monogenitore con figli tutti maggiorenni,Italia,637
3,Da 65 a 79 anni,Femmine,3,Monogenitore con figli tutti maggiorenni,Italia,124
3,Da 65 a 79 anni,Femmine,4 e più,Monogenitore con figli tutti maggiorenni,Italia,44
3,Da 65 a 79 anni,Femmine,2,Monogenitore con figli tutti maggiorenni,Cina,1
3,Da 65 a 79 anni,Femmine,2,Monogenitore con figli tutti maggiorenni,Filippine,4
3,Da 65 a 79 anni,Femmine,4 e più,Monogenitore con figli tutti maggiorenni,Filippine,5
3,Da 65 a 79 anni,Femmine,2,Monogenitore con figli tutti maggiorenni,Egitto,2
3,Da 65 a 79 anni,Femmine,2,Monogenitore con figli tutti maggiorenni,Ecuador,2
3,Da 65 a 79 anni,Femmine,4 e più,Monogenitore con figli tutti maggiorenni,Ecuador,1
3,Da 65 a 79 anni,Femmine,2,Monogenitore con figli tutti maggiorenni,Perù,3
3,Da 65 a 79 anni,Femmine,2,Monogenitore con figli tutti maggiorenni,Altri paesi,11
3,Da 65 a 79 anni,Femmine,3,Monogenitore con figli tutti maggiorenni,Altri paesi,4
3,Da 65 a 79 anni,Femmine,4 e più,Monogenitore con figli tutti maggiorenni,Altri paesi,2
3,Da 65 a 79 anni,Femmine,2,Altre tipologie,Italia,104
3,Da 65 a 79 anni,Femmine,3,Altre tipologie,Italia,4
3,Da 65 a 79 anni,Femmine,4 e più,Altre tipologie,Italia,2
3,Da 65 a 79 anni,Femmine,2,Altre tipologie,Sri Lanka,1
3,Da 65 a 79 anni,Femmine,2,Altre tipologie,Filippine,3
3,Da 65 a 79 anni,Femmine,3,Altre tipologie,Filippine,2
3,Da 65 a 79 anni,Femmine,2,Altre tipologie,Ecuador,1
3,Da 65 a 79 anni,Femmine,2,Altre tipologie,Perù,1
3,Da 65 a 79 anni,Femmine,3,Altre tipologie,Altri paesi,2
3,80 anni e più,Maschi,1,Single,Italia,1551
3,80 anni e più,Maschi,1,Single,Filippine,1
3,80 anni e più,Maschi,1,Single,Perù,1
3,80 anni e più,Maschi,1,Single,Altri paesi,16
3,80 anni e più,Maschi,2,Coppia sposata senza figli,Italia,2956
3,80 anni e più,Maschi,3,Coppia sposata senza figli,Italia,22
3,80 anni e più,Maschi,4 e più,Coppia sposata senza figli,Italia,3
3,80 anni e più,Maschi,2,Coppia sposata senza figli,Cina,2
3,80 anni e più,Maschi,2,Coppia sposata senza figli,Perù,1
3,80 anni e più,Maschi,2,Coppia sposata senza figli,Altri paesi,21
3,80 anni e più,Maschi,2,Coppia convivente senza figli,Italia,19
3,80 anni e più,Maschi,2,Coppia convivente senza figli,Cina,2
3,80 anni e più,Maschi,3,Coppia convivente senza figli,Egitto,2
3,80 anni e più,Maschi,2,Coppia convivente senza figli,Altri paesi,1
3,80 anni e più,Maschi,3,Coppia convivente senza figli,Altri paesi,1
3,80 anni e più,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Italia,3
3,80 anni e più,Maschi,3,Coppia sposata con figli tutti maggiorenni,Italia,372
3,80 anni e più,Maschi,4 e più,Coppia sposata con figli tutti maggiorenni,Italia,48
3,80 anni e più,Maschi,3,Coppia sposata con figli tutti maggiorenni,Altri paesi,4
3,80 anni e più,Maschi,3,Coppia convivente con figli tutti maggiorenni,Italia,3
3,80 anni e più,Maschi,4 e più,Coppia convivente con figli tutti maggiorenni,Italia,2
3,80 anni e più,Maschi,3,Coppia convivente con figli tutti maggiorenni,Altri paesi,1
3,80 anni e più,Maschi,2,Monogenitore con almeno un figlio minorenne,Perù,1
3,80 anni e più,Maschi,2,Monogenitore con figli tutti maggiorenni,Italia,177
3,80 anni e più,Maschi,3,Monogenitore con figli tutti maggiorenni,Italia,24
3,80 anni e più,Maschi,4 e più,Monogenitore con figli tutti maggiorenni,Italia,17
3,80 anni e più,Maschi,2,Monogenitore con figli tutti maggiorenni,Altri paesi,3
3,80 anni e più,Maschi,3,Monogenitore con figli tutti maggiorenni,Altri paesi,1
3,80 anni e più,Maschi,4 e più,Monogenitore con figli tutti maggiorenni,Altri paesi,1
3,80 anni e più,Maschi,2,Altre tipologie,Italia,33
3,80 anni e più,Maschi,3,Altre tipologie,Italia,3
3,80 anni e più,Maschi,2,Altre tipologie,Altri paesi,1
3,80 anni e più,Femmine,1,Single,Italia,5997
3,80 anni e più,Femmine,1,Single,Filippine,5
3,80 anni e più,Femmine,1,Single,Perù,4
3,80 anni e più,Femmine,1,Single,Altri paesi,46
3,80 anni e più,Femmine,2,Coppia sposata senza figli,Italia,123
3,80 anni e più,Femmine,2,Coppia convivente senza figli,Italia,4
3,80 anni e più,Femmine,3,Coppia sposata con figli tutti maggiorenni,Italia,17
3,80 anni e più,Femmine,4 e più,Coppia convivente con figli tutti maggiorenni,Italia,2
3,80 anni e più,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Italia,2
3,80 anni e più,Femmine,2,Monogenitore con figli tutti maggiorenni,Italia,903
3,80 anni e più,Femmine,3,Monogenitore con figli tutti maggiorenni,Italia,133
3,80 anni e più,Femmine,4 e più,Monogenitore con figli tutti maggiorenni,Italia,46
3,80 anni e più,Femmine,2,Monogenitore con figli tutti maggiorenni,Altri paesi,3
3,80 anni e più,Femmine,3,Monogenitore con figli tutti maggiorenni,Altri paesi,1
3,80 anni e più,Femmine,4 e più,Monogenitore con figli tutti maggiorenni,Altri paesi,3
3,80 anni e più,Femmine,2,Altre tipologie,Italia,143
3,80 anni e più,Femmine,3,Altre tipologie,Italia,16
3,80 anni e più,Femmine,4 e più,Altre tipologie,Italia,2
3,80 anni e più,Femmine,2,Altre tipologie,Perù,3
3,80 anni e più,Femmine,2,Altre tipologie,Altri paesi,4
4,Da 18 a 34 anni,Maschi,1,Single,Italia,2130
4,Da 18 a 34 anni,Maschi,1,Single,Sri Lanka,28
4,Da 18 a 34 anni,Maschi,1,Single,Cina,78
4,Da 18 a 34 anni,Maschi,1,Single,Filippine,28
4,Da 18 a 34 anni,Maschi,1,Single,Egitto,258
4,Da 18 a 34 anni,Maschi,1,Single,Ecuador,22
4,Da 18 a 34 anni,Maschi,1,Single,Perù,28
4,Da 18 a 34 anni,Maschi,1,Single,Altri paesi,608
4,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Italia,212
4,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Sri Lanka,8
4,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Cina,3
4,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Filippine,3
4,Da 18 a 34 anni,Maschi,3,Coppia sposata senza figli,Filippine,3
4,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Egitto,3
4,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata senza figli,Egitto,1
4,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Ecuador,2
4,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Perù,1
4,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Altri paesi,23
4,Da 18 a 34 anni,Maschi,3,Coppia sposata senza figli,Altri paesi,1
4,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Italia,334
4,Da 18 a 34 anni,Maschi,3,Coppia convivente senza figli,Italia,4
4,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente senza figli,Italia,3
4,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Sri Lanka,6
4,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Cina,11
4,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Filippine,2
4,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Egitto,8
4,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente senza figli,Egitto,1
4,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Ecuador,2
4,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Perù,1
4,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Altri paesi,32
4,Da 18 a 34 anni,Maschi,3,Coppia convivente senza figli,Altri paesi,1
4,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente senza figli,Altri paesi,1
4,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Italia,159
4,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Italia,72
4,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Sri Lanka,6
4,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Sri Lanka,4
4,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Cina,4
4,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Cina,7
4,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Filippine,11
4,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Filippine,8
4,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Egitto,9
4,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Egitto,26
4,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Ecuador,2
4,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Perù,1
4,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Perù,4
4,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Altri paesi,18
4,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Altri paesi,17
4,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Italia,92
4,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Italia,38
4,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Sri Lanka,10
4,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Sri Lanka,3
4,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Cina,12
4,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Cina,12
4,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Filippine,4
4,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Filippine,8
4,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Egitto,16
4,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Egitto,36
4,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Ecuador,5
4,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Ecuador,2
4,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Perù,2
4,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Perù,6
4,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Altri paesi,25
4,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Altri paesi,22
4,Da 18 a 34 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Italia,15
4,Da 18 a 34 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Italia,6
4,Da 18 a 34 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Italia,1
4,Da 18 a 34 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Sri Lanka,1
4,Da 18 a 34 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Cina,2
4,Da 18 a 34 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Filippine,3
4,Da 18 a 34 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Filippine,1
4,Da 18 a 34 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Egitto,12
4,Da 18 a 34 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Egitto,2
4,Da 18 a 34 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Ecuador,8
4,Da 18 a 34 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Perù,1
4,Da 18 a 34 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Perù,1
4,Da 18 a 34 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Altri paesi,17
4,Da 18 a 34 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Altri paesi,2
4,Da 18 a 34 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Altri paesi,1
4,Da 18 a 34 anni,Maschi,2,Monogenitore con figli tutti maggiorenni,Italia,2
4,Da 18 a 34 anni,Maschi,3,Monogenitore con figli tutti maggiorenni,Italia,1
4,Da 18 a 34 anni,Maschi,4 e più,Monogenitore con figli tutti maggiorenni,Altri paesi,1
4,Da 18 a 34 anni,Maschi,2,Altre tipologie,Italia,241
4,Da 18 a 34 anni,Maschi,3,Altre tipologie,Italia,34
4,Da 18 a 34 anni,Maschi,4 e più,Altre tipologie,Italia,10
4,Da 18 a 34 anni,Maschi,3,Altre tipologie,Sri Lanka,1
4,Da 18 a 34 anni,Maschi,2,Altre tipologie,Cina,6
4,Da 18 a 34 anni,Maschi,3,Altre tipologie,Cina,1
4,Da 18 a 34 anni,Maschi,4 e più,Altre tipologie,Cina,2
4,Da 18 a 34 anni,Maschi,2,Altre tipologie,Filippine,5
4,Da 18 a 34 anni,Maschi,3,Altre tipologie,Filippine,3
4,Da 18 a 34 anni,Maschi,4 e più,Altre tipologie,Filippine,4
4,Da 18 a 34 anni,Maschi,2,Altre tipologie,Egitto,15
4,Da 18 a 34 anni,Maschi,3,Altre tipologie,Egitto,2
4,Da 18 a 34 anni,Maschi,4 e più,Altre tipologie,Egitto,2
4,Da 18 a 34 anni,Maschi,2,Altre tipologie,Ecuador,5
4,Da 18 a 34 anni,Maschi,4 e più,Altre tipologie,Ecuador,2
4,Da 18 a 34 anni,Maschi,2,Altre tipologie,Perù,3
4,Da 18 a 34 anni,Maschi,2,Altre tipologie,Altri paesi,26
4,Da 18 a 34 anni,Maschi,3,Altre tipologie,Altri paesi,1
4,Da 18 a 34 anni,Maschi,4 e più,Altre tipologie,Altri paesi,1
4,Da 18 a 34 anni,Femmine,1,Single,Italia,2096
4,Da 18 a 34 anni,Femmine,1,Single,Sri Lanka,10
4,Da 18 a 34 anni,Femmine,1,Single,Cina,124
4,Da 18 a 34 anni,Femmine,1,Single,Filippine,26
4,Da 18 a 34 anni,Femmine,1,Single,Egitto,5
4,Da 18 a 34 anni,Femmine,1,Single,Ecuador,12
4,Da 18 a 34 anni,Femmine,1,Single,Perù,27
4,Da 18 a 34 anni,Femmine,1,Single,Altri paesi,521
4,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Italia,129
4,Da 18 a 34 anni,Femmine,3,Coppia sposata senza figli,Italia,3
4,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Sri Lanka,2
4,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Cina,2
4,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Filippine,1
4,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Egitto,1
4,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Perù,1
4,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Altri paesi,14
4,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Italia,175
4,Da 18 a 34 anni,Femmine,3,Coppia convivente senza figli,Italia,3
4,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente senza figli,Italia,1
4,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente senza figli,Sri Lanka,1
4,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Cina,4
4,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente senza figli,Cina,1
4,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Filippine,3
4,Da 18 a 34 anni,Femmine,3,Coppia convivente senza figli,Filippine,2
4,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Ecuador,1
4,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Perù,1
4,Da 18 a 34 anni,Femmine,3,Coppia convivente senza figli,Perù,2
4,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Altri paesi,23
4,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Italia,92
4,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Italia,61
4,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Sri Lanka,1
4,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Cina,3
4,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Cina,7
4,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Filippine,6
4,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Filippine,5
4,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Egitto,2
4,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Egitto,7
4,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Ecuador,2
4,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Perù,1
4,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Perù,2
4,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Altri paesi,19
4,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Altri paesi,21
4,Da 18 a 34 anni,Femmine,3,Coppia sposata con figli tutti maggiorenni,Altri paesi,1
4,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Italia,80
4,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Italia,43
4,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Sri Lanka,3
4,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Sri Lanka,2
4,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Cina,3
4,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Cina,5
4,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Filippine,5
4,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Filippine,5
4,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Egitto,1
4,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Egitto,13
4,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Ecuador,4
4,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Ecuador,2
4,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Perù,7
4,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Perù,2
4,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Altri paesi,16
4,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Altri paesi,11
4,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Italia,197
4,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Italia,50
4,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Italia,13
4,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Sri Lanka,3
4,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Sri Lanka,1
4,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Cina,27
4,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Cina,4
4,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Cina,2
4,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Filippine,9
4,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Filippine,6
4,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Filippine,1
4,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Egitto,4
4,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Egitto,4
4,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Egitto,3
4,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Ecuador,12
4,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Ecuador,6
4,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Ecuador,3
4,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Perù,23
4,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Perù,8
4,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Perù,1
4,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Altri paesi,81
4,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Altri paesi,32
4,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Altri paesi,9
4,Da 18 a 34 anni,Femmine,2,Monogenitore con figli tutti maggiorenni,Italia,4
4,Da 18 a 34 anni,Femmine,2,Monogenitore con figli tutti maggiorenni,Altri paesi,2
4,Da 18 a 34 anni,Femmine,2,Altre tipologie,Italia,140
4,Da 18 a 34 anni,Femmine,3,Altre tipologie,Italia,11
4,Da 18 a 34 anni,Femmine,4 e più,Altre tipologie,Italia,4
4,Da 18 a 34 anni,Femmine,2,Altre tipologie,Cina,2
4,Da 18 a 34 anni,Femmine,3,Altre tipologie,Cina,1
4,Da 18 a 34 anni,Femmine,2,Altre tipologie,Filippine,1
4,Da 18 a 34 anni,Femmine,3,Altre tipologie,Filippine,2
4,Da 18 a 34 anni,Femmine,2,Altre tipologie,Ecuador,2
4,Da 18 a 34 anni,Femmine,2,Altre tipologie,Perù,6
4,Da 18 a 34 anni,Femmine,4 e più,Altre tipologie,Perù,1
4,Da 18 a 34 anni,Femmine,2,Altre tipologie,Altri paesi,11
4,Da 18 a 34 anni,Femmine,3,Altre tipologie,Altri paesi,3
4,Da 35 a 64 anni,Maschi,1,Single,Italia,6732
4,Da 35 a 64 anni,Maschi,1,Single,Sri Lanka,148
4,Da 35 a 64 anni,Maschi,1,Single,Cina,78
4,Da 35 a 64 anni,Maschi,1,Single,Filippine,196
4,Da 35 a 64 anni,Maschi,1,Single,Egitto,785
4,Da 35 a 64 anni,Maschi,1,Single,Ecuador,90
4,Da 35 a 64 anni,Maschi,1,Single,Perù,167
4,Da 35 a 64 anni,Maschi,1,Single,Altri paesi,1273
4,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Italia,2156
4,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Italia,47
4,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata senza figli,Italia,6
4,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Sri Lanka,31
4,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Sri Lanka,4
4,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Cina,12
4,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Cina,2
4,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Filippine,51
4,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Filippine,6
4,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata senza figli,Filippine,1
4,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Egitto,18
4,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Egitto,1
4,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Ecuador,10
4,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Ecuador,2
4,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Perù,14
4,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Perù,1
4,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata senza figli,Perù,1
4,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Altri paesi,110
4,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Altri paesi,6
4,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Italia,595
4,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Italia,22
4,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente senza figli,Italia,4
4,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Sri Lanka,27
4,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Sri Lanka,10
4,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente senza figli,Sri Lanka,1
4,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Cina,13
4,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Cina,4
4,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente senza figli,Cina,1
4,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Filippine,26
4,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Filippine,5
4,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente senza figli,Filippine,1
4,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Egitto,14
4,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Egitto,2
4,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Ecuador,9
4,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Perù,13
4,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Perù,2
4,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Altri paesi,87
4,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Altri paesi,12
4,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente senza figli,Altri paesi,1
4,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Italia,1806
4,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Italia,3248
4,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Sri Lanka,56
4,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Sri Lanka,105
4,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Cina,11
4,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Cina,55
4,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Filippine,60
4,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Filippine,134
4,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Egitto,26
4,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Egitto,267
